revenue|sales|city
1244769|3|Durham
176973|1|London
1023223|3|Durham
401603|3|London
421639|3|London
1143680|3|Durham
365437|3|London
519188|4|Oxford
453862|2|Oxford
1657830|3|Cambridge
957297|2|Durham
202800|4|London
1786487|2|Cambridge
952548|3|Durham
566313|4|Oxford
1196365|4|Durham
308810|4|London
512884|2|Oxford
1338318|3|Durham
118594|1|London
462363|3|Oxford
787340|4|Oxford
382791|2|London
1421940|3|Cambridge
1794414|2|Cambridge
888242|2|Oxford
598406|3|Oxford
179372|2|London
1683470|2|Cambridge
430839|4|London
1687604|3|Cambridge
779437|3|Oxford
595132|2|Oxford
610499|3|Oxford
1235588|1|Durham
1299956|4|Durham
1178637|3|Durham
1596439|4|Cambridge
1718909|4|Cambridge
481434|3|Oxford
470519|3|Oxford
902152|2|Durham
1273886|1|Durham
780990|4|Oxford
452924|1|Oxford
1753860|3|Cambridge
1200967|4|Durham
154692|2|London
509418|2|Oxford
1790557|2|Cambridge
456429|3|Oxford
1416999|3|Cambridge
610182|3|Oxford
1306029|3|Durham
1022694|3|Durham
71125|4|London
900194|4|Durham
36116|4|London
678844|3|Oxford
1198927|3|Durham
240777|2|London
1588758|4|Cambridge
705390|4|Oxford
791232|2|Oxford
583449|3|Oxford
1194482|4|Durham
536774|3|Oxford
381737|4|London
857268|3|Oxford
1574644|2|Cambridge
938182|4|Durham
619251|4|Oxford
1058752|4|Durham
1031989|2|Durham
135810|3|London
1774840|3|Cambridge
996972|3|Durham
110239|3|London
1003644|1|Durham
1380277|3|Cambridge
896399|1|Oxford
1132980|4|Durham
97975|2|London
661668|1|Oxford
1547547|1|Cambridge
1055655|2|Durham
174224|3|London
645554|2|Oxford
1630249|3|Cambridge
1150136|4|Durham
659340|4|Oxford
1118196|3|Durham
576574|1|Oxford
1644847|2|Cambridge
1362542|1|Cambridge
379217|3|London
1071344|1|Durham
1386018|3|Cambridge
532979|1|Oxford
621767|3|Oxford
477804|4|Oxford
670748|3|Oxford
933576|2|Durham
158277|2|London
567582|3|Oxford
553938|4|Oxford
533882|3|Oxford
271507|3|London
278205|3|London
915667|3|Durham
56485|3|London
573951|1|Oxford
1519419|3|Cambridge
1569574|3|Cambridge
1152892|3|Durham
1520494|2|Cambridge
824726|3|Oxford
50725|4|London
95785|3|London
1086293|3|Durham
1603328|3|Cambridge
703935|3|Oxford
894274|2|Oxford
1712621|3|Cambridge
1161437|4|Durham
789918|2|Oxford
1262391|3|Durham
418341|3|London
452319|3|Oxford
791060|3|Oxford
1381105|2|Cambridge
1451766|3|Cambridge
917998|3|Durham
331543|3|London
1150570|4|Durham
907050|3|Durham
1164201|2|Durham
310983|3|London
353035|4|London
232815|4|London
560678|1|Oxford
1114083|4|Durham
833318|3|Oxford
1695007|2|Cambridge
708074|2|Oxford
963763|3|Durham
1039937|3|Durham
634885|2|Oxford
1184008|3|Durham
1665652|3|Cambridge
1225920|3|Durham
1183651|3|Durham
637513|3|Oxford
1601258|3|Cambridge
171677|3|London
1169247|4|Durham
653024|2|Oxford
498563|4|Oxford
1097830|2|Durham
745612|2|Oxford
1125989|2|Durham
1540676|2|Cambridge
1656236|3|Cambridge
1707142|3|Cambridge
1264973|4|Durham
455119|3|Oxford
602595|2|Oxford
464024|2|Oxford
687761|2|Oxford
812795|4|Oxford
50527|2|London
1485043|3|Cambridge
1182112|2|Durham
1253265|4|Durham
589589|3|Oxford
1258030|3|Durham
334078|3|London
1736767|1|Cambridge
80777|2|London
312466|3|London
1785619|1|Cambridge
796031|2|Oxford
677997|3|Oxford
153560|4|London
544265|1|Oxford
643944|1|Oxford
779884|3|Oxford
961867|1|Durham
1052125|3|Durham
1321734|3|Durham
163218|3|London
1640484|3|Cambridge
772173|3|Oxford
673356|3|Oxford
1306087|2|Durham
536752|2|Oxford
1095186|4|Durham
5391|2|London
19047|4|London
1412250|4|Cambridge
1747765|3|Cambridge
708521|3|Oxford
731347|4|Oxford
1489435|3|Cambridge
1160504|2|Durham
1620887|1|Cambridge
1714244|3|Cambridge
1182103|3|Durham
454583|2|Oxford
695776|4|Oxford
741777|3|Oxford
693163|2|Oxford
313211|2|London
1475432|3|Cambridge
1313595|3|Durham
112844|3|London
396207|1|London
558633|3|Oxford
810851|3|Oxford
1202239|3|Durham
1585878|1|Cambridge
1111865|3|Durham
125423|3|London
1677948|3|Cambridge
1209459|3|Durham
1007843|3|Durham
848306|3|Oxford
1269077|2|Durham
386101|4|London
1464703|1|Cambridge
375006|4|London
961708|3|Durham
1729108|3|Cambridge
380867|4|London
981928|1|Durham
1304859|3|Durham
1140379|3|Durham
481722|1|Oxford
1641145|1|Cambridge
1111298|2|Durham
1281956|2|Durham
1155494|3|Durham
312905|3|London
1226802|2|Durham
589510|3|Oxford
626817|4|Oxford
596876|2|Oxford
565848|2|Oxford
1378267|2|Cambridge
1544652|3|Cambridge
1558591|3|Cambridge
836961|1|Oxford
784837|3|Oxford
130283|2|London
167258|2|London
790435|2|Oxford
1703991|3|Cambridge
200505|3|London
267729|2|London
1347004|3|Cambridge
266637|2|London
1657060|3|Cambridge
1576587|3|Cambridge
350506|4|London
333799|3|London
398617|1|London
475570|2|Oxford
1037871|4|Durham
726238|1|Oxford
344195|4|London
519207|2|Oxford
1392000|2|Cambridge
832785|1|Oxford
1634592|4|Cambridge
1735731|3|Cambridge
1054317|2|Durham
1570630|2|Cambridge
1703414|3|Cambridge
1340088|2|Durham
297428|3|London
1341979|3|Durham
1714789|4|Cambridge
999978|3|Durham
1153618|3|Durham
474508|2|Oxford
415583|3|London
1272284|1|Durham
1655810|3|Cambridge
648153|2|Oxford
1386168|2|Cambridge
104823|4|London
1346244|4|Durham
74158|1|London
1784672|3|Cambridge
405769|2|London
1397995|2|Cambridge
1594499|2|Cambridge
251508|3|London
1567397|4|Cambridge
1005352|3|Durham
1032059|4|Durham
932873|4|Durham
136990|3|London
1671378|1|Cambridge
1691105|3|Cambridge
537765|2|Oxford
662955|4|Oxford
1151290|2|Durham
1339080|2|Durham
1602177|4|Cambridge
230661|1|London
1474306|2|Cambridge
905143|2|Durham
31644|2|London
1697957|3|Cambridge
524313|1|Oxford
1753021|2|Cambridge
1538489|1|Cambridge
1235757|3|Durham
1809|3|London
867960|3|Oxford
1464971|3|Cambridge
1569826|3|Cambridge
1465939|3|Cambridge
469444|3|Oxford
57927|3|London
833040|1|Oxford
749641|3|Oxford
1088260|3|Durham
12008|3|London
1348194|4|Cambridge
1298984|3|Durham
1512443|3|Cambridge
83598|3|London
1475128|3|Cambridge
24950|3|London
654174|3|Oxford
1692903|1|Cambridge
1467114|2|Cambridge
1103725|3|Durham
551503|3|Oxford
403941|2|London
1696455|3|Cambridge
542916|3|Oxford
1370619|4|Cambridge
1732828|3|Cambridge
992651|3|Durham
274827|3|London
147357|3|London
33480|2|London
1740162|2|Cambridge
430336|4|London
403148|3|London
1336271|1|Durham
1087100|4|Durham
552541|3|Oxford
16777|4|London
572263|3|Oxford
1697638|4|Cambridge
602652|2|Oxford
179741|3|London
312540|4|London
1396628|3|Cambridge
1242110|3|Durham
170189|2|London
523213|4|Oxford
704420|4|Oxford
750217|3|Oxford
1745856|3|Cambridge
1572874|4|Cambridge
447331|4|London
697668|2|Oxford
564630|3|Oxford
1498111|1|Cambridge
1180858|3|Durham
277071|3|London
159065|1|London
1024493|3|Durham
283445|3|London
1304022|4|Durham
657349|3|Oxford
35394|2|London
604000|2|Oxford
1736122|3|Cambridge
1646858|3|Cambridge
420912|3|London
1035662|2|Durham
1711174|1|Cambridge
1123409|3|Durham
1341505|3|Durham
207255|3|London
1293903|2|Durham
804230|1|Oxford
1574048|3|Cambridge
142421|4|London
472664|3|Oxford
1716710|4|Cambridge
420146|4|London
1492752|3|Cambridge
758454|3|Oxford
548262|2|Oxford
34504|1|London
84867|3|London
945835|2|Durham
523321|2|Oxford
790634|1|Oxford
1751790|4|Cambridge
366851|2|London
637255|4|Oxford
1597893|3|Cambridge
707154|3|Oxford
867627|3|Oxford
1422675|3|Cambridge
1691816|3|Cambridge
28586|2|London
1146669|3|Durham
1055650|3|Durham
990654|2|Durham
1133778|4|Durham
1378830|3|Cambridge
1238988|3|Durham
1178925|3|Durham
66924|3|London
783417|3|Oxford
1570655|4|Cambridge
498828|3|Oxford
1403306|3|Cambridge
1414269|2|Cambridge
894028|3|Oxford
262596|1|London
1058037|3|Durham
137942|3|London
1341747|3|Durham
1054058|3|Durham
1754980|3|Cambridge
1185759|1|Durham
1470131|4|Cambridge
87262|2|London
1039836|1|Durham
2367|3|London
144176|3|London
178317|3|London
192375|3|London
1022530|3|Durham
1591405|3|Cambridge
1414844|3|Cambridge
1644487|1|Cambridge
345492|3|London
632934|3|Oxford
774365|2|Oxford
1545808|2|Cambridge
352302|2|London
1361356|3|Cambridge
1748541|3|Cambridge
156691|2|London
1205939|3|Durham
1087377|2|Durham
1675843|3|Cambridge
651763|1|Oxford
249301|4|London
1317709|4|Durham
1477778|2|Cambridge
1478539|3|Cambridge
1776989|3|Cambridge
567337|3|Oxford
1536156|3|Cambridge
1480992|2|Cambridge
1039411|3|Durham
1618119|2|Cambridge
201613|3|London
749518|3|Oxford
902746|3|Durham
846962|1|Oxford
1029173|2|Durham
1075561|3|Durham
1345568|2|Durham
144960|3|London
1028566|1|Durham
1361041|3|Cambridge
1027461|3|Durham
1209615|1|Durham
1357408|3|Cambridge
399816|4|London
598414|4|Oxford
1379133|4|Cambridge
1746372|4|Cambridge
1733229|3|Cambridge
15772|2|London
246184|4|London
552273|3|Oxford
1448839|3|Cambridge
368103|2|London
203555|2|London
1789559|3|Cambridge
564081|3|Oxford
36828|1|London
145130|3|London
949338|2|Durham
491292|3|Oxford
498393|3|Oxford
990547|3|Durham
220144|3|London
246135|4|London
1100310|3|Durham
868354|3|Oxford
349173|1|London
1399276|4|Cambridge
620481|3|Oxford
865885|3|Oxford
215179|2|London
1012847|1|Durham
1477636|2|Cambridge
1452194|2|Cambridge
1080188|3|Durham
1585242|3|Cambridge
120560|1|London
1777916|4|Cambridge
966082|2|Durham
904124|2|Durham
247785|2|London
682193|3|Oxford
1560386|2|Cambridge
1260079|4|Durham
1005576|3|Durham
127001|3|London
421184|3|London
747853|1|Oxford
1037571|1|Durham
1221974|3|Durham
1691145|2|Cambridge
428882|3|London
1290032|3|Durham
1222115|2|Durham
1119239|3|Durham
1613311|3|Cambridge
937749|3|Durham
458078|3|Oxford
1323875|3|Durham
1268428|3|Durham
1552096|2|Cambridge
567073|3|Oxford
616926|4|Oxford
1220353|2|Durham
159430|4|London
1243611|2|Durham
1786173|3|Cambridge
233518|4|London
904992|1|Durham
1676648|3|Cambridge
527937|3|Oxford
994469|4|Durham
1570534|3|Cambridge
1616527|3|Cambridge
34645|2|London
578830|3|Oxford
663508|2|Oxford
110486|3|London
1362583|4|Cambridge
1742319|1|Cambridge
958051|3|Durham
342289|2|London
1338617|2|Durham
396449|4|London
263530|4|London
43420|3|London
1552348|3|Cambridge
1209073|3|Durham
1014829|3|Durham
397724|4|London
1049700|2|Durham
1132092|2|Durham
1504250|4|Cambridge
1722902|2|Cambridge
513358|3|Oxford
1157659|4|Durham
1164017|4|Durham
1522038|2|Cambridge
669320|2|Oxford
988671|1|Durham
1006199|1|Durham
495111|3|Oxford
605762|4|Oxford
542607|4|Oxford
237696|1|London
463552|3|Oxford
525831|3|Oxford
1280001|4|Durham
448643|2|London
1236499|1|Durham
1180265|2|Durham
1453875|1|Cambridge
509140|3|Oxford
1690758|4|Cambridge
1029388|2|Durham
1688447|3|Cambridge
1038686|3|Durham
451372|4|Oxford
1030877|1|Durham
1226857|4|Durham
1663172|3|Cambridge
1599083|2|Cambridge
1004192|3|Durham
1058690|3|Durham
97346|1|London
1101825|4|Durham
1055497|3|Durham
72673|2|London
1177523|1|Durham
1601101|2|Cambridge
734747|3|Oxford
403002|4|London
103360|3|London
62208|4|London
288061|3|London
1474256|3|Cambridge
279870|3|London
880161|2|Oxford
440367|3|London
1241440|1|Durham
527501|4|Oxford
1596435|2|Cambridge
160628|2|London
581086|4|Oxford
335267|2|London
788123|3|Oxford
381914|4|London
636051|1|Oxford
695421|3|Oxford
661119|4|Oxford
134104|3|London
391096|3|London
49856|3|London
967925|2|Durham
554373|4|Oxford
1364162|3|Cambridge
306968|3|London
949837|3|Durham
971687|4|Durham
1179434|3|Durham
1361404|2|Cambridge
78206|4|London
1107461|2|Durham
971638|1|Durham
855520|2|Oxford
635187|3|Oxford
538472|3|Oxford
1070416|1|Durham
921366|3|Durham
740408|3|Oxford
772922|3|Oxford
829128|3|Oxford
1190779|3|Durham
1347563|1|Cambridge
1784916|4|Cambridge
1422299|2|Cambridge
291083|4|London
1303683|4|Durham
638642|3|Oxford
256539|3|London
656546|2|Oxford
1758861|2|Cambridge
343766|3|London
1384761|3|Cambridge
1526389|4|Cambridge
1596994|1|Cambridge
496512|4|Oxford
1249553|4|Durham
293759|1|London
719151|3|Oxford
999252|3|Durham
666639|1|Oxford
425482|3|London
1411620|3|Cambridge
595309|3|Oxford
1577883|3|Cambridge
1468419|3|Cambridge
1163245|2|Durham
1778740|2|Cambridge
198587|4|London
565850|2|Oxford
1585695|3|Cambridge
394528|4|London
1608119|4|Cambridge
516299|3|Oxford
1440770|3|Cambridge
1650243|1|Cambridge
513464|3|Oxford
779096|3|Oxford
884665|4|Oxford
1702382|3|Cambridge
1662482|3|Cambridge
309946|1|London
115725|3|London
1505315|3|Cambridge
570586|3|Oxford
1169916|4|Durham
1426859|3|Cambridge
341590|3|London
1375636|3|Cambridge
1348284|3|Cambridge
431353|3|London
1022345|3|Durham
193207|4|London
410072|3|London
702459|3|Oxford
1344742|3|Durham
1085149|2|Durham
1094700|4|Durham
505995|3|Oxford
920073|3|Durham
817063|1|Oxford
1356621|4|Cambridge
953086|4|Durham
1129587|4|Durham
410879|3|London
1697674|3|Cambridge
149640|3|London
551536|4|Oxford
1563641|3|Cambridge
271381|3|London
178897|4|London
1211846|2|Durham
160687|3|London
225630|3|London
1016732|3|Durham
654980|3|Oxford
1705536|3|Cambridge
1140730|1|Durham
1690691|4|Cambridge
123152|3|London
737671|3|Oxford
1054080|3|Durham
27865|3|London
1490765|3|Cambridge
381481|2|London
1098532|2|Durham
1684007|3|Cambridge
544389|3|Oxford
206745|3|London
639369|3|Oxford
630324|3|Oxford
691242|2|Oxford
1413566|3|Cambridge
565746|3|Oxford
1733180|3|Cambridge
1318387|2|Durham
1163567|3|Durham
1672141|3|Cambridge
1133458|3|Durham
1673097|2|Cambridge
266934|2|London
524974|4|Oxford
1383812|1|Cambridge
355445|4|London
1315429|3|Durham
121173|3|London
334231|3|London
548089|2|Oxford
441086|2|London
1507870|3|Cambridge
237553|3|London
299482|3|London
379208|4|London
1553458|2|Cambridge
900078|4|Durham
1714263|3|Cambridge
830364|4|Oxford
396223|4|London
1175194|3|Durham
731256|3|Oxford
1778327|3|Cambridge
319731|4|London
1314766|4|Durham
428110|1|London
1743479|3|Cambridge
881865|4|Oxford
733245|4|Oxford
930786|3|Durham
1740914|3|Cambridge
535962|4|Oxford
1197673|3|Durham
100932|1|London
786532|1|Oxford
648388|2|Oxford
848954|3|Oxford
1395016|2|Cambridge
107948|3|London
629679|3|Oxford
1706296|3|Cambridge
611195|3|Oxford
193364|3|London
1484057|2|Cambridge
1431431|1|Cambridge
213399|4|London
1749785|2|Cambridge
148923|1|London
184746|1|London
475079|3|Oxford
1242148|1|Durham
1548459|3|Cambridge
1238985|3|Durham
1375367|1|Cambridge
515703|3|Oxford
779091|3|Oxford
338823|1|London
883200|3|Oxford
885141|3|Oxford
954343|2|Durham
1468031|4|Cambridge
748649|4|Oxford
63078|2|London
1133777|3|Durham
807908|2|Oxford
426571|3|London
336845|3|London
1348738|3|Cambridge
774887|4|Oxford
597014|3|Oxford
1449804|2|Cambridge
41359|3|London
1252969|3|Durham
595063|4|Oxford
1341336|4|Durham
954663|4|Durham
406071|3|London
721572|3|Oxford
655020|2|Oxford
1098192|1|Durham
441628|4|London
1194868|3|Durham
768674|3|Oxford
1678675|4|Cambridge
1262249|2|Durham
1479912|1|Cambridge
1712941|2|Cambridge
1205142|4|Durham
160091|1|London
1053074|2|Durham
978910|3|Durham
219186|3|London
804153|2|Oxford
617468|4|Oxford
1366154|3|Cambridge
1440523|3|Cambridge
691850|1|Oxford
922879|3|Durham
989681|1|Durham
686582|3|Oxford
697592|4|Oxford
1388696|3|Cambridge
617212|2|Oxford
692853|4|Oxford
504484|3|Oxford
1247899|4|Durham
914020|3|Durham
457734|1|Oxford
1625355|3|Cambridge
1660753|2|Cambridge
1465812|3|Cambridge
1726325|2|Cambridge
1710231|3|Cambridge
1184740|3|Durham
1427041|3|Cambridge
1406062|3|Cambridge
899711|1|Durham
896495|3|Oxford
1585866|3|Cambridge
1229717|4|Durham
1028688|2|Durham
557618|3|Oxford
701803|3|Oxford
389034|1|London
225311|2|London
271342|2|London
1465059|3|Cambridge
946049|3|Durham
841799|2|Oxford
609338|3|Oxford
362121|3|London
825323|3|Oxford
218482|4|London
723968|1|Oxford
1641555|3|Cambridge
129414|3|London
361586|3|London
855716|3|Oxford
101564|3|London
689433|2|Oxford
1732274|2|Cambridge
631052|2|Oxford
43827|3|London
1255987|3|Durham
216517|3|London
1463027|4|Cambridge
1439341|3|Cambridge
529845|1|Oxford
758434|2|Oxford
332111|3|London
568893|3|Oxford
1515303|3|Cambridge
859940|4|Oxford
1086893|3|Durham
1411117|3|Cambridge
1316488|3|Durham
1079583|3|Durham
1533602|3|Cambridge
57768|3|London
820129|4|Oxford
1705645|4|Cambridge
745401|3|Oxford
1233606|3|Durham
872309|3|Oxford
358215|3|London
134099|1|London
598837|4|Oxford
828227|2|Oxford
757038|1|Oxford
1681170|3|Cambridge
1222817|3|Durham
1225519|3|Durham
1132162|3|Durham
1646809|3|Cambridge
882322|3|Oxford
1598996|2|Cambridge
147885|4|London
466691|3|Oxford
748156|2|Oxford
1190362|2|Durham
97065|4|London
1060602|3|Durham
30987|2|London
1445553|3|Cambridge
945239|3|Durham
390123|2|London
104242|4|London
113702|3|London
1368306|3|Cambridge
1133757|3|Durham
1023767|3|Durham
865685|3|Oxford
1139496|4|Durham
989400|2|Durham
665649|3|Oxford
1217728|3|Durham
736887|1|Oxford
1191309|3|Durham
693520|2|Oxford
373216|3|London
1158802|3|Durham
831516|1|Oxford
1754496|4|Cambridge
626439|1|Oxford
58802|3|London
602016|2|Oxford
903804|3|Durham
1386255|3|Cambridge
217734|1|London
970433|4|Durham
1722781|3|Cambridge
20474|2|London
1223922|2|Durham
650123|4|Oxford
1572712|4|Cambridge
1527961|3|Cambridge
1603498|4|Cambridge
804372|4|Oxford
1122293|2|Durham
1285775|3|Durham
699138|1|Oxford
34366|3|London
46048|4|London
259450|2|London
459521|3|Oxford
95920|4|London
1677099|4|Cambridge
911603|3|Durham
751568|3|Oxford
1014117|3|Durham
1521728|1|Cambridge
586381|3|Oxford
1129460|3|Durham
889275|3|Oxford
1729912|3|Cambridge
1178858|3|Durham
1057818|3|Durham
41564|3|London
1522923|1|Cambridge
944411|3|Durham
1131810|3|Durham
1672016|3|Cambridge
101708|3|London
1667612|2|Cambridge
1690542|3|Cambridge
1427901|3|Cambridge
420391|2|London
1365819|3|Cambridge
1405732|3|Cambridge
1488534|3|Cambridge
759085|4|Oxford
442531|2|London
1191004|3|Durham
27933|4|London
439261|1|London
663058|4|Oxford
1008357|4|Durham
868615|2|Oxford
956893|3|Durham
400394|1|London
403017|2|London
501107|2|Oxford
1420791|1|Cambridge
1788722|3|Cambridge
534499|2|Oxford
114124|3|London
27119|3|London
866417|3|Oxford
1780167|3|Cambridge
873190|3|Oxford
1038820|3|Durham
148345|3|London
1492624|3|Cambridge
869854|1|Oxford
1534281|3|Cambridge
55739|3|London
1374283|1|Cambridge
242190|3|London
271488|4|London
939372|3|Durham
777598|4|Oxford
1460290|1|Cambridge
908833|3|Durham
505800|4|Oxford
607191|3|Oxford
1703283|2|Cambridge
1496269|3|Cambridge
1320676|1|Durham
1162580|3|Durham
1319869|3|Durham
842991|3|Oxford
681013|4|Oxford
862603|3|Oxford
1598210|1|Cambridge
1472166|4|Cambridge
1361926|4|Cambridge
365472|3|London
1464642|4|Cambridge
13573|4|London
327478|4|London
1408460|1|Cambridge
1256873|2|Durham
1333991|3|Durham
361307|1|London
502092|3|Oxford
1294035|4|Durham
208006|3|London
1212282|4|Durham
1207644|3|Durham
1569155|2|Cambridge
1475695|4|Cambridge
1604489|2|Cambridge
1622081|2|Cambridge
1471958|3|Cambridge
942778|3|Durham
1032567|4|Durham
1318741|3|Durham
761465|3|Oxford
1328455|3|Durham
625959|4|Oxford
162501|3|London
1229052|2|Durham
1261911|3|Durham
261996|3|London
473545|3|Oxford
417354|3|London
1686963|2|Cambridge
1611392|3|Cambridge
127742|3|London
452569|4|Oxford
42783|3|London
1381222|3|Cambridge
1144618|3|Durham
1091823|3|Durham
872647|3|Oxford
67603|4|London
1173774|3|Durham
233433|2|London
1606889|2|Cambridge
1433346|4|Cambridge
432902|3|London
1754279|3|Cambridge
1635257|3|Cambridge
274118|1|London
790047|2|Oxford
912751|3|Durham
1717520|3|Cambridge
1163115|2|Durham
476611|1|Oxford
1770148|3|Cambridge
1283516|3|Durham
565559|3|Oxford
1601567|2|Cambridge
1207940|4|Durham
1766385|3|Cambridge
62077|3|London
825841|3|Oxford
335150|1|London
437192|4|London
1770787|3|Cambridge
11697|3|London
1478295|3|Cambridge
1456067|3|Cambridge
1741022|3|Cambridge
977753|3|Durham
563767|3|Oxford
1295562|3|Durham
1069823|4|Durham
465760|3|Oxford
665796|3|Oxford
1779444|2|Cambridge
796582|3|Oxford
1633330|2|Cambridge
1692238|4|Cambridge
78398|3|London
346781|2|London
1793611|3|Cambridge
1002223|3|Durham
1133177|3|Durham
62169|4|London
346346|2|London
422291|3|London
526646|2|Oxford
1767052|3|Cambridge
239441|3|London
1029217|3|Durham
422767|3|London
1255879|4|Durham
673962|3|Oxford
661829|2|Oxford
1493844|1|Cambridge
1585948|2|Cambridge
1118803|3|Durham
1151977|4|Durham
1354504|2|Cambridge
595865|2|Oxford
94391|2|London
608818|4|Oxford
276077|2|London
1300040|2|Durham
660373|4|Oxford
707411|2|Oxford
16402|1|London
1147038|3|Durham
336782|2|London
780803|3|Oxford
504376|2|Oxford
1727422|4|Cambridge
1321674|4|Durham
1553059|4|Cambridge
560569|4|Oxford
61617|3|London
1595164|3|Cambridge
722325|4|Oxford
1654820|3|Cambridge
876480|4|Oxford
1409865|4|Cambridge
421172|2|London
544527|3|Oxford
1571665|3|Cambridge
1273027|1|Durham
1337396|4|Durham
320161|3|London
1264926|3|Durham
531358|3|Oxford
1506341|2|Cambridge
39746|2|London
1215189|4|Durham
1232923|4|Durham
970822|3|Durham
1744027|3|Cambridge
807530|3|Oxford
848526|3|Oxford
1456309|2|Cambridge
269767|1|London
1036566|3|Durham
1195382|2|Durham
1123922|3|Durham
927823|3|Durham
361950|4|London
1121571|2|Durham
1503082|2|Cambridge
351916|3|London
930277|1|Durham
1438711|3|Cambridge
1624031|1|Cambridge
1320425|4|Durham
573237|3|Oxford
1752369|1|Cambridge
1204918|1|Durham
875792|4|Oxford
1655670|3|Cambridge
1263482|2|Durham
766262|1|Oxford
1774850|1|Cambridge
1101513|1|Durham
1264626|3|Durham
1507165|3|Cambridge
1439192|3|Cambridge
1131742|1|Durham
1037213|3|Durham
69640|3|London
1575236|2|Cambridge
158594|3|London
839600|4|Oxford
162057|3|London
196280|4|London
1135292|3|Durham
902761|3|Durham
1749211|2|Cambridge
827410|3|Oxford
782755|3|Oxford
1176027|2|Durham
920926|4|Durham
931214|2|Durham
997390|3|Durham
1373881|4|Cambridge
1235651|2|Durham
515216|3|Oxford
621137|4|Oxford
656134|4|Oxford
1469409|3|Cambridge
1170915|4|Durham
1264416|3|Durham
1322844|4|Durham
1516704|3|Cambridge
1115655|3|Durham
999852|1|Durham
228981|3|London
1667094|3|Cambridge
1762416|3|Cambridge
190761|3|London
210025|2|London
1787764|3|Cambridge
532854|4|Oxford
845004|2|Oxford
679575|3|Oxford
1713331|3|Cambridge
180903|4|London
1458765|3|Cambridge
186320|3|London
1416594|4|Cambridge
536208|4|Oxford
1793586|3|Cambridge
142167|1|London
1503724|4|Cambridge
1687914|3|Cambridge
770938|4|Oxford
144927|3|London
668994|3|Oxford
1004910|2|Durham
106372|4|London
999959|4|Durham
1649505|3|Cambridge
74505|2|London
1049371|2|Durham
28665|4|London
360335|2|London
275265|3|London
121057|2|London
938544|1|Durham
552138|4|Oxford
1649446|2|Cambridge
648077|4|Oxford
563242|3|Oxford
962095|3|Durham
1071098|2|Durham
64731|1|London
614930|4|Oxford
1658396|3|Cambridge
1624875|2|Cambridge
642188|2|Oxford
518048|3|Oxford
1044409|4|Durham
669869|2|Oxford
245628|3|London
905108|2|Durham
292223|2|London
320183|2|London
485090|2|Oxford
1169491|3|Durham
450599|2|Oxford
119586|3|London
168704|4|London
250577|3|London
1620520|2|Cambridge
1631864|1|Cambridge
1412800|3|Cambridge
1238459|3|Durham
643816|2|Oxford
1121479|3|Durham
726714|4|Oxford
1622261|3|Cambridge
76430|3|London
1503504|2|Cambridge
684789|3|Oxford
1422806|3|Cambridge
819883|4|Oxford
1536852|4|Cambridge
192017|3|London
9704|3|London
1502845|3|Cambridge
990679|2|Durham
1434787|2|Cambridge
815433|2|Oxford
339290|2|London
865621|3|Oxford
104446|1|London
1292054|3|Durham
228253|3|London
860839|3|Oxford
1211787|3|Durham
1675642|3|Cambridge
1633037|2|Cambridge
1132467|4|Durham
811012|3|Oxford
3213|3|London
257130|3|London
449621|3|Oxford
467278|3|Oxford
942179|2|Durham
1250580|2|Durham
654856|2|Oxford
1130763|3|Durham
1694205|2|Cambridge
566188|3|Oxford
1270172|3|Durham
581471|4|Oxford
30974|3|London
851339|3|Oxford
1721842|2|Cambridge
1760107|3|Cambridge
867322|3|Oxford
452660|2|Oxford
993658|4|Durham
542505|3|Oxford
635328|1|Oxford
805508|3|Oxford
1359498|3|Cambridge
1357361|2|Cambridge
1073435|3|Durham
214239|2|London
1603098|4|Cambridge
1218662|2|Durham
1602414|2|Cambridge
363301|2|London
1544802|3|Cambridge
1709591|3|Cambridge
897185|4|Oxford
1120828|3|Durham
757126|3|Oxford
619814|3|Oxford
97752|3|London
230517|3|London
1630356|1|Cambridge
915855|1|Durham
193265|3|London
158470|3|London
532683|2|Oxford
1757228|2|Cambridge
538582|3|Oxford
777418|4|Oxford
1618419|3|Cambridge
1509363|3|Cambridge
110654|2|London
1435585|2|Cambridge
1248590|2|Durham
418487|3|London
1695557|3|Cambridge
973436|1|Durham
239702|4|London
816809|2|Oxford
157931|2|London
1660134|4|Cambridge
582385|2|Oxford
1192055|3|Durham
729775|2|Oxford
1469814|3|Cambridge
612925|2|Oxford
1436219|1|Cambridge
1194676|3|Durham
934330|3|Durham
963470|2|Durham
1538793|3|Cambridge
1259381|4|Durham
261203|4|London
230357|3|London
157014|2|London
1033244|3|Durham
945764|2|Durham
1022034|3|Durham
821693|4|Oxford
784386|3|Oxford
1367454|3|Cambridge
1034173|4|Durham
1235238|1|Durham
306639|2|London
713007|3|Oxford
100210|1|London
954456|1|Durham
1154214|3|Durham
210317|3|London
280322|3|London
1419876|2|Cambridge
584719|2|Oxford
1286630|4|Durham
195299|3|London
54109|3|London
741742|2|Oxford
813241|3|Oxford
503631|4|Oxford
958298|3|Durham
1491753|2|Cambridge
474324|3|Oxford
685734|3|Oxford
204079|3|London
861970|3|Oxford
64196|4|London
493768|3|Oxford
1405100|2|Cambridge
175853|3|London
158326|4|London
63883|2|London
1789361|3|Cambridge
723623|2|Oxford
1622296|4|Cambridge
1672283|1|Cambridge
